 Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (??) 7d,Drying shrinkage (??) 28d,Drying shrinkage (??) 90d,Drying shrinkage (??)120d,Creep (??) 28d,Creep (??) 90d,Creep (??) 150d,Abrasion (mm) 28 d
495,176,925,720,0,55,0,10.67,72.84,-1,-1,-1,-1,-1,-1,300,480,-1,-1,-1,-1,-1,-1
467.5,176,920,716,0,82.5,0,12,71.74,-1,-1,-1,-1,-1,-1,302,500,-1,-1,-1,-1,-1,-1
440,176,916,713,82.5,27.5,0,8.22,67.32,-1,-1,-1,-1,-1,-1,297,425,-1,-1,-1,-1,-1,-1
330,176,898,699,165,55,0,9.11,57.12,-1,-1,-1,-1,-1,-1,300,428,-1,-1,-1,-1,-1,-1
220,176,880,685,247.5,82.5,0,8.89,51,-1,-1,-1,-1,-1,-1,300,448,-1,-1,-1,-1,-1,-1
440,176,927,721,0,27.5,82.5,9.78,67.66,-1,-1,-1,-1,-1,-1,275,410,-1,-1,-1,-1,-1,-1
330,176,920,716,0,55,165,10.78,74.46,-1,-1,-1,-1,-1,-1,310,450,-1,-1,-1,-1,-1,-1
220,176,912,710,0,82.5,247.5,10.22,71.82,-1,-1,-1,-1,-1,-1,230,375,-1,-1,-1,-1,-1,-1
440,176,924,720,55,0,55,8,65.45,-1,-1,-1,-1,-1,-1,-1,400,-1,-1,-1,-1,-1,-1
330,176,913,711,110,0,110,7.5,52.95,-1,-1,-1,-1,-1,-1,-1,374,-1,-1,-1,-1,-1,-1
220,176,903,703,165,0,165,4.44,58.99,-1,-1,-1,-1,-1,-1,-1,325,-1,-1,-1,-1,-1,-1
440,176,924,720,41.25,27.5,41.25,8,66.81,-1,-1,-1,-1,-1,-1,275,390,-1,-1,-1,-1,-1,-1
330,176,913,711,82.5,55,82.5,7,61.79,-1,-1,-1,-1,-1,-1,240,370,-1,-1,-1,-1,-1,-1
360,198,855,813,90,0,0,3.2,44.28,-1,-1,-1,-1,-1,-1,199,404,-1,-1,-1,-1,-1,-1
270,198,842,801,180,0,0,2.96,37.99,-1,-1,-1,-1,-1,-1,198,368,-1,-1,-1,-1,-1,-1
180,198,829,788,270,0,0,3,25.75,-1,-1,-1,-1,-1,-1,197,350,-1,-1,-1,-1,-1,-1
360,198,866,823,0,0,90,3.7,50.15,-1,-1,-1,-1,-1,-1,199,423,-1,-1,-1,-1,-1,-1
270,198,863,821,0,0,180,3.44,49.3,-1,-1,-1,-1,-1,-1,221,356,-1,-1,-1,-1,-1,-1
180,198,860,819,0,0,270,2.8,47.77,-1,-1,-1,-1,-1,-1,220,375,-1,-1,-1,-1,-1,-1
427.5,198,865,823,0,22.5,0,4.88,51.95,-1,-1,-1,-1,-1,-1,221,400,-1,-1,-1,-1,-1,-1
405,198,861,819,0,45,0,5.2,49.72,-1,-1,-1,-1,-1,-1,221,425,-1,-1,-1,-1,-1,-1
382.5,198,858,816,0,67.5,0,7.76,60.43,-1,-1,-1,-1,-1,-1,225,443,-1,-1,-1,-1,-1,-1
360,198,855,813,67.5,22.5,0,4.24,52.27,-1,-1,-1,-1,-1,-1,170,-1,-1,-1,-1,-1,-1,-1
270,198,841,801,135,45,0,4.52,39.86,-1,-1,-1,-1,-1,-1,178,-1,-1,-1,-1,-1,-1,-1
180,198,828,788,202.5,67.5,0,4.82,31.79,-1,-1,-1,-1,-1,-1,185,-1,-1,-1,-1,-1,-1,-1
360,198,863,820,0,22.5,67,4,51.08,-1,-1,-1,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1
270,198,857,816,0,45,135,4.56,49.55,-1,-1,-1,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1
180,198,852,810,0,67.5,202.5,5.76,48.96,-1,-1,-1,-1,-1,-1,198,-1,-1,-1,-1,-1,-1,-1
360,198,860,819,45,0,45,3.2,53.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,198,852,811,90,0,90,3.2,45.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,198,845,803,135,0,135,2.8,39.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,198,859,817,33.75,22.5,33.75,4.2,51.51,-1,-1,-1,-1,-1,-1,156,400,-1,-1,-1,-1,-1,-1
270,198,849,808,67.5,45,67.5,4.24,46.49,-1,-1,-1,-1,-1,-1,173,396,-1,-1,-1,-1,-1,-1
180,198,840,799,101.25,67.5,101.25,5.04,37.57,-1,-1,-1,-1,-1,-1,-1,398,-1,-1,-1,-1,-1,-1
360,198,855,813,90,0,0,3.2,68,-1,-1,-1,-1,1224,-1,198,403,-1,-1,-1,-1,-1,-1
270,198,842,801,180,0,0,2.9,60.3,-1,-1,-1,-1,1083,-1,197,354,-1,-1,-1,-1,-1,-1
180,198,829,788,270,0,0,3,42.5,-1,-1,-1,-1,1475,-1,195,348,-1,-1,-1,-1,-1,-1
360,198,866,824,0,0,90,3.7,72.6,-1,-1,-1,-1,1053,-1,199,421,-1,-1,-1,-1,-1,-1
270,198,863,821,0,0,180,3.4,74.9,-1,-1,-1,-1,403,-1,205,398,-1,-1,-1,-1,-1,-1
180,198,861,819,0,0,270,2.8,65.7,-1,-1,-1,-1,282,-1,203,380,-1,-1,-1,-1,-1,-1
428,198,865,823,0,22.5,0,4.9,71.2,-1,-1,-1,-1,1118,-1,193,400,-1,-1,-1,-1,-1,-1
405,198,861,819,0,45,0,5.2,76.1,-1,-1,-1,-1,796,-1,205,420,-1,-1,-1,-1,-1,-1
383,198,858,816,0,67.5,0,7.8,74.8,-1,-1,-1,-1,375,-1,206,444,-1,-1,-1,-1,-1,-1
360,198,855,813,67.5,22.5,0,4.2,67.2,-1,-1,-1,-1,1184,-1,173,-1,-1,-1,-1,-1,-1,-1
270,198,841,801,135,45,0,4.5,57.6,-1,-1,-1,-1,585,-1,177,-1,-1,-1,-1,-1,-1,-1
180,198,828,788,202.5,67.5,0,4.8,44.9,-1,-1,-1,-1,652,-1,190,-1,-1,-1,-1,-1,-1,-1
360,198,863,821,0,22.5,67.5,4,68,-1,-1,-1,-1,719,-1,200,-1,-1,-1,-1,-1,-1,-1
270,198,857,816,0,45,135,4.6,68.2,-1,-1,-1,-1,408,-1,199,-1,-1,-1,-1,-1,-1,-1
180,198,852,810,0,67.5,202.5,5.8,70.7,-1,-1,-1,-1,216,-1,198,-1,-1,-1,-1,-1,-1,-1
360,198,861,819,45,0,45,3.2,78,-1,-1,-1,-1,1040,-1,208,-1,-1,-1,-1,-1,-1,-1
270,198,853,811,90,0,90,3.2,69.2,-1,-1,-1,-1,682,-1,200,-1,-1,-1,-1,-1,-1,-1
180,198,845,803,135,0,135,2.8,60.6,-1,-1,-1,-1,605,-1,200,-1,-1,-1,-1,-1,-1,-1
360,198,859,817,33.8,22.5,33.8,4.2,76,-1,-1,-1,-1,743,-1,198,400,-1,-1,-1,-1,-1,-1
270,198,849,808,67.5,45,67.5,4.2,66.8,-1,-1,-1,-1,463,-1,202,390,-1,-1,-1,-1,-1,-1
180,198,840,799,101.3,67.5,101.3,5,55.2,-1,-1,-1,-1,385,-1,200,394,-1,-1,-1,-1,-1,-1
420,165,746,847,180,0,0,13.02,53.5,4.85,-1,41.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,165,735,837,240,0,0,19.98,49,3.73,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,165,723,825,300,0,0,20.4,34.5,3.8,-1,23.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,165,712,815,360,0,0,22.02,28.4,3.5,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,165,734,835,180,60,0,22.02,79.5,5.28,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,165,723,825,240,60,0,21,66,4.01,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,165,712,813,300,60,0,19.98,59,4.23,-1,38.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,165,701,804,360,60,0,18,53.5,4.9,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,153.34,1110,680,34,0,0,2.04,51.7,-1,-1,36.372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,158.4,1055,647,40,0,0,1.12,59.03,-1,-1,31.829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,168,1082,663,0,21,0,4.2,61.18,-1,-1,31.759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,151.2,1102,675,0,0,42,3.36,61.78,-1,-1,33.173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,135.52,1107,678,0,44,0,3.52,68.73,-1,-1,42.181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,129.6,1002,614,0,0,90,3.6,70.96,-1,-1,41.963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,144.62,944,578,0,44.5,89,7.12,74.37,-1,-1,43.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,137.28,1028,630,44,44,0,7.92,74.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,180,945,791,36,0,0,0,32.6,-1,-1,-1,-1,-1,-1,188,210,600,660,298,650,765,-1
288,180,945,778,72,0,0,0,32.6,-1,-1,-1,-1,-1,-1,120,285,670,700,310,520,600,-1
252,180,945,764,108,0,0,0,30,-1,-1,-1,-1,-1,-1,120,285,710,750,310,600,660,-1
324,180,945,802,0,0,36,0,36.8,-1,-1,-1,-1,-1,-1,200,279,800,850,-1,-1,-1,-1
288,180,945,799,0,0,72,0,40,-1,-1,-1,-1,-1,-1,200,280,700,750,-1,-1,-1,-1
252,180,945,797,0,0,108,0,40.1,-1,-1,-1,-1,-1,-1,130,280,620,680,-1,-1,-1,-1
175,210,952,883,0,0,175,0,43.605,-1,-1,-1,703,372,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,211,940,872,176,0,0,0,29.07,-1,-1,-1,926,161,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,211,951,881,88,0,88,0,36.465,-1,-1,-1,660,376,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,168,945,876,0,0,222,4.5,76.415,-1,-1,-1,395,206,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,167,921,855,221,0,0,3.4,61.88,-1,-1,-1,531,144,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,168,933,865,111,0,111,4.7,70.635,-1,-1,-1,387,217,-1,-1,-1,-1,-1,-1,-1,-1,-1
231,119,1047,852,156,0,0,3.2,55.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.18
195,120,1041,854,199,0,0,2.7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25
156,121,1026,834,241,0,0,2.3,43.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03
229,115,1040,827,154,0,0,2.8,44.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.97
193,114,1032,836,197,0,0,2.6,36.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.81
155,116,1016,842,237,0,0,2.1,28.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.09
229,113,1032,844,254,0,0,2.1,46.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68
193,116,1126,850,196,0,0,1.9,42.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.37
154,117,1016,818,261,0,0,1.9,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.45
120,112,1200,600,280,0,0,5.6,28.26,2.53,3.81,-1,-1,-1,-1,144,231,350,-1,-1,-1,-1,-1
120,116,1200,600,280,0,0,0,25.97,2.51,4.6,-1,-1,-1,-1,100,163,225,-1,-1,-1,-1,-1
200,132,1200,600,200,0,0,5.6,48.45,4.06,5.63,-1,-1,-1,-1,153,256,363,-1,-1,-1,-1,-1
200,120,1200,600,200,0,0,0,56.57,4.2,6.11,-1,-1,-1,-1,113,169,256,-1,-1,-1,-1,-1
120,112,1200,600,280,0,0,5.6,36.63,2.88,4.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,116,1200,600,280,0,0,0,28.98,2.82,4.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,132,1200,600,200,0,0,5.6,53.97,4.46,6.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,120,1200,600,200,0,0,0,59.75,4.59,6.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,172,1200,600,280,0,0,5.6,16.44,1.82,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,160,1200,600,280,0,0,0,19.5,2.04,3.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,172,1200,600,200,0,0,5.6,34.98,3.19,4.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,156,1200,600,200,0,0,0,41.26,3.69,5.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,160,1270,564,80,0,0,0,32.04,-1,4.32,-1,-1,-1,-1,-1,780,-1,-1,-1,-1,-1,-1
280,160,1270,554,120,0,0,0,29.75,-1,4.26,-1,-1,-1,-1,-1,718,-1,-1,-1,-1,-1,-1
240,160,1270,543,160,0,0,0,29.07,-1,4.19,-1,-1,-1,-1,-1,660,-1,-1,-1,-1,-1,-1
200,160,1270,533,200,0,0,0,24.65,-1,3.82,-1,-1,-1,-1,-1,597,-1,-1,-1,-1,-1,-1
160,160,1270,522,240,0,0,0,23.8,-1,3.64,-1,-1,-1,-1,-1,510,-1,-1,-1,-1,-1,-1
320,136,1270,628,80,0,0,2,44.54,-1,5.17,-1,-1,-1,-1,-1,597,-1,-1,-1,-1,-1,-1
280,136,1270,618,120,0,0,2,48.96,-1,4.81,-1,-1,-1,-1,-1,550,-1,-1,-1,-1,-1,-1
240,136,1270,607,160,0,0,2,38.25,-1,4.78,-1,-1,-1,-1,-1,505,-1,-1,-1,-1,-1,-1
200,136,1270,596,200,0,0,2,31.45,-1,4.48,-1,-1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1
160,136,1270,586,240,0,0,2,28.05,-1,4.19,-1,-1,-1,-1,-1,340,-1,-1,-1,-1,-1,-1
320,120,1270,671,80,0,0,2,56.1,-1,6,-1,-1,-1,-1,-1,482,-1,-1,-1,-1,-1,-1
280,120,1270,660,120,0,0,2,55.25,-1,5.62,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,-1
240,120,1270,650,160,0,0,2,54.4,-1,5.47,-1,-1,-1,-1,-1,387,-1,-1,-1,-1,-1,-1
200,120,1270,639,200,0,0,2,44.2,-1,5.28,-1,-1,-1,-1,-1,295,-1,-1,-1,-1,-1,-1
160,120,1270,628,240,0,0,2,38.25,-1,4.75,-1,-1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1
423,159.8,1056,704,47,0,0,0,46.32,-1,-1,-1,-1,-1,-1,240,350,449,467,-1,-1,-1,-1
376,159.8,1056,704,94,0,0,0,45.73,-1,-1,-1,-1,-1,-1,220,320,414,423,-1,-1,-1,-1
329,159.8,1056,704,141,0,0,0,45.31,-1,-1,-1,-1,-1,-1,200,290,371,389,-1,-1,-1,-1
282,159.8,1056,704,188,0,0,0,44.7,-1,-1,-1,-1,-1,-1,290,278,350,365,-1,-1,-1,-1
414,140.76,1056,704,0,0,56,0,48.45,-1,-1,-1,-1,-1,-1,237,340,440,460,-1,-1,-1,-1
376,127.84,1056,704,0,0,94,0,49.89,-1,-1,-1,-1,-1,-1,210,302,388,403,-1,-1,-1,-1
282,140.76,1056,704,132,0,56,0,46.15,-1,-1,-1,-1,-1,-1,178,258,327,340,-1,-1,-1,-1
282,127.84,1056,704,94,0,94,0,47.68,-1,-1,-1,-1,-1,-1,165,240,307,320,-1,-1,-1,-1
429,140,1024,844,0,9,0,9.636,61.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
382,140,1048,864,0,8,0,8.58,59.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
362,140,1058,872,0,8,0,8.14,58.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,140,1067,880,0,7,0,7.7,57.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,140,1021,842,0,18,0,9.636,62.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
374,140,1045,862,0,16,0,8.58,59.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
355,140,1055,870,0,15,0,8.14,58.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
336,140,1065,878,0,14,0,7.7,58.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411,140,1018,839,0,27,0,9.636,62.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,140,1042,860,0,24,0,8.58,59.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,140,1053,868,0,23,0,8.14,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329,140,1062,876,0,21,0,7.7,58.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403,140,1015,837,0,35,0,9.636,62.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
358,140,1040,858,0,32,0,8.58,60.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,140,1050,866,0,30,0,8.14,59.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,140,1060,874,0,28,0,7.7,58.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
394,140,1012,834,0,44,0,9.636,62.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
351,140,1037,855,0,39,0,8.58,60.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,140,1048,864,0,37,0,8.14,59.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
315,140,1058,872,0,35,0,7.7,58.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
383,159.81,1049,865,0,60.91666667,0,9.766166667,66.912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,159.77,1046,863,0,68.80555556,0,9.763722222,67.1585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
367,159.71,1043,860,0,76.63888889,0,9.760055556,67.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,159.67,1041,858,0,83.52777778,0,9.757611111,65.348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
437,204,785,908,51,26,0,10.28,34.85,3.73,5.3,26.9,740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
424,204,785,908,51,39,0,10.28,35.7,3.73,5.22,27,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411,204,785,908,51,51,0,10.26,35.96,3.97,6,28.13,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411,204,785,908,77,26,0,10.28,34.51,3.8,6.04,27.16,679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
398,204,785,908,77,39,0,10.28,35.7,4,6,28,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
386,204,785,908,77,51,0,10.28,36.13,4.02,6.3,28.8,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
386,204,785,908,103,26,0,10.3,36.04,4.12,6.8,29.5,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373,204,785,908,103,39,0,10.3,36.21,4.25,7,30.9,560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,204,785,908,103,51,0,10.28,38.08,4.58,7.1,31.1,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,204,785,908,129,26,0,10.3,35,4.73,6,29,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,204,785,908,129,39,0,10.3,34.09,3.82,5.2,27,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,204,785,908,129,51,0,10.28,32.3,3.73,4.8,26.6,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,204,785,908,154,26,0,10.28,29.75,3.25,4.7,26,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,204,785,908,154,39,0,10.28,27.2,2.95,4.75,25.9,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,204,785,908,154,51,0,10.26,25.59,2.49,4.2,25.8,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,125,1083.4,722.3,250,0,0,11,54.4,5.38,8.24,34.98,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,125,1093,728.7,125,0,125,11,51.17,5.18,7.84,33.96,1435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,125,1088.2,725.4,100,50,100,11,56.69,5.47,8.47,35.69,1407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,125,1060.8,707.2,375,0,0,11,43.77,4.43,6.68,31.43,1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,125,1075.2,716.8,187.5,0,187.5,11,46.66,4.83,7.2,32.41,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,125,1068,712,150,75,150,11,51.51,5.1,7.76,34.03,1419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635,247,565,847,0,71,0,2.54,62.9,-1,10.4,-1,-1,-1,-1,360,440,495,-1,-1,-1,-1,-1
635,247,565,847,0,71,0,2.54,62.22,-1,10,-1,-1,-1,-1,400,480,526,-1,-1,-1,-1,-1
635,247,565,847,0,71,0,2.54,60.35,-1,9.8,-1,-1,-1,-1,420,505,560,-1,-1,-1,-1,-1
635,247,565,847,0,71,0,2.54,56.1,-1,9.4,-1,-1,-1,-1,450,579,613,-1,-1,-1,-1,-1
635,247,565,847,0,71,0,2.54,55,-1,9.15,-1,-1,-1,-1,481,623,678,-1,-1,-1,-1,-1
484.5,153,1122.5,653,25.5,0,0,15.3,47.17,-1,7.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
459,153,1122.5,653,51,0,0,15.3,47.17,-1,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
433.5,153,1122.5,653,76.5,0,0,15.3,46.75,-1,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,153,1122.5,653,102,0,0,15.3,44.79,-1,6.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
382.5,153,1122.5,653,127.5,0,0,15.3,43.61,-1,6.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,170,1100,640,25,0,0,15,42.24,-1,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,170,1100,640,50,0,0,15,42.16,-1,6.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
425,170,1100,640,75,0,0,15,39.1,-1,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,170,1100,640,100,0,0,15,38.33,-1,6.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,170,1100,640,125,0,0,15,36.12,-1,5.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
465.5,186.2,1078,628,24.5,0,0,14.7,36.12,-1,6.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441,186.2,1078,628,49,0,0,14.7,34,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
416.5,186.2,1078,628,73.5,0,0,14.7,32.13,-1,5.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392,186.2,1078,628,98,0,0,14.7,30.6,-1,5.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
367.5,186.2,1078,628,122.5,0,0,14.7,29.72,-1,5.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,186.2,1078,628,147,0,0,14.7,27.54,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,201.6,1058,616,24,0,0,14.4,32.89,-1,4.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,201.6,1058,616,48,0,0,14.4,31.87,-1,4.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,201.6,1058,616,72,0,0,14.4,29.75,-1,4.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
384,201.6,1058,616,96,0,0,14.4,28.05,-1,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,201.6,1058,616,120,0,0,14.4,26.56,-1,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
336,201.6,1058,616,144,0,0,14.4,25.58,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
368,161,1085.2,693.81,92,0,0,1.104,57.37,4.7,-1,29.1,-1,-1,-1,180,340,-1,-1,-1,-1,-1,-1
322,161,1085.2,693.81,138,0,0,1.104,51,4.5,-1,27.9,-1,-1,-1,160,310,-1,-1,-1,-1,-1,-1
276,161,1085.2,693.81,184,0,0,1.104,47.6,4.48,-1,27,-1,-1,-1,130,290,-1,-1,-1,-1,-1,-1
368,161,1085.2,693.81,0,0,92,1.104,57.37,4.98,-1,29.5,-1,-1,-1,190,350,-1,-1,-1,-1,-1,-1
322,161,1085.2,693.81,0,0,138,1.104,52.95,4.58,-1,28.25,-1,-1,-1,175,325,-1,-1,-1,-1,-1,-1
276,161,1085.2,693.81,0,0,184,1.104,51,4.5,-1,27.75,-1,-1,-1,150,300,-1,-1,-1,-1,-1,-1
300,191,875,761,169,0,0,4,30.77,3.5,5.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,191,862,761,169,0,0,4.2,30.09,2.91,3.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,191,850,761,169,0,0,4.2,29.49,2.33,3.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,191,838,761,169,0,0,4.3,27.88,1.95,2.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,194,825,761,158,0,0,4.3,25.75,1.45,2.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,180,1107,665,0,0,80,0,32.623,-1,-1,-1,-1,-1,-1,70,111,170,195,245,300,260,-1
240,180,1107,665,0,0,160,0,29.937,-1,-1,-1,-1,-1,-1,80,127,195,220,290,370,328,-1
