 Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (??) 7d,Drying shrinkage (??) 28d,Drying shrinkage (??) 90d,Drying shrinkage (??)120d,Creep (??) 28d,Creep (??) 90d,Creep (??) 150d,Abrasion (mm) 28 d
296.21,185.45,674.21,749.52,198.3289,20.6056,0,11.333179,51.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285.9,185.45,672.7,747.85,198.3289,30.9084,0,11.3330206,52.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275.6,185.45,671.19,746.17,198.3289,41.2112,0,11.3330822,52.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
265.3,185.45,669.68,744.49,198.3289,51.514,0,11.3331438,52.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288.48,185.45,659.82,733.53,226.6616,0,0,11.3331152,43.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278.18,185.45,658.32,731.86,226.6616,10.3028,0,11.3331768,50.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267.87,185.45,656.81,730.18,226.6616,20.6056,0,11.3330184,50.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257.57,185.45,655.3,728.51,226.6616,30.9084,0,11.33308,51.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247.27,185.45,653.8,726.83,226.6616,41.2112,0,11.3331416,51.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236.96,185.45,652.29,725.15,226.6616,51.514,0,11.3329832,51.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
231.81,185.45,625.03,694.85,283.327,0,0,11.333014,39.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221.51,185.45,623.52,693.18,283.327,10.3028,0,11.3330756,46.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
211.21,185.45,622.02,691.5,283.327,20.6056,0,11.3331372,46.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200.9,185.45,620.51,689.83,283.327,30.9084,0,11.3329788,47.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190.6,185.45,619,688.15,283.327,41.2112,0,11.3330404,47.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180.3,185.45,617.5,686.47,283.327,51.514,0,11.333102,47.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,210.12,812,853,248,0,0,5,23.5,-1,-1,28.69,-1,-1,-1,-1,278,380,400,261.44,-1,-1,-1
248,226.24,806,853,248,0,0,5,22.81,-1,-1,27.89,-1,-1,-1,-1,340,475,495,277.64,-1,-1,-1
248,210.12,812,853,124,0,124,5,29.14,-1,-1,31.71,-1,-1,-1,-1,240,331,346,247.83,-1,-1,-1
248,226.24,806,853,124,0,124,5,25.29,-1,-1,30.83,-1,-1,-1,-1,290,400,420,257.68,-1,-1,-1
124,210.12,812,853,186,0,186,5,24.46,-1,-1,31.27,-1,-1,-1,-1,298,427,450,216.28,-1,-1,-1
124,226.24,806,853,186,0,186,5,21.03,-1,-1,30.25,-1,-1,-1,-1,345,525,550,194.51,-1,-1,-1
124,210.12,812,853,159,53,159,5,31.98,-1,-1,32.35,-1,-1,-1,-1,380,525,550,233.41,-1,-1,-1
124,226.24,806,853,159,53,159,5,29.13,-1,-1,31.8,-1,-1,-1,-1,470,600,655,258.43,-1,-1,-1
310,155,1052,711,133,0,0,0,48.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,155,1067,699,0,0,133,0,57.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,155,1048,708,0,133,0,0,53.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,155,1060,706,66,0,66,0,49.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,155,1050,700,66,66,0,0,51.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,155,1056,704,44,44,44,0,51.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444.6,158,1151,647,49.4,0,0,4.94,53.21,5.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
419.9,158,1151,647,74.1,0,0,4.94,54.4,5.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395.2,158,1151,647,98.8,0,0,4.94,53.72,5.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370.5,158,1151,647,123.5,0,0,4.94,51.17,5.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
479.2,158,1151,647,0,14.8,0,4.94,53.21,5.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
464.4,158,1151,647,0,29.6,0,4.94,54.99,5.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
449.5,158,1151,647,0,44.5,0,4.94,56.61,6.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
434.7,158,1151,647,0,59.3,0,4.94,58.05,6.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
405.1,158,1151,647,74.1,14.8,0,4.94,54.99,5.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
390.3,158,1151,647,74.1,29.6,0,4.94,57.29,5.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375.4,158,1151,647,74.1,44.5,0,4.94,61.54,6.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360.6,158,1151,647,74.1,59.3,0,4.94,64.43,6.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273.125,190,735.7,954,47.5,11.875,142.5,1.1875,44.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225.625,190,734.2,952,47.5,11.875,190,1.1875,40.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178.125,190,732.7,950.1,47.5,11.875,237.5,1.1875,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249.375,190,732,949.3,71.25,11.875,142.5,1.1875,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201.875,190,730.5,947.3,71.25,11.875,190,1.1875,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154.375,190,730.4,947.1,71.25,11.875,237.5,1.1875,34.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225.625,190,728.2,944.3,95,11.875,142.5,1.1875,39.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178.125,190,726.7,942.4,95,11.875,190,1.1875,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130.625,190,725.2,940.4,95,11.875,237.5,1.1875,33.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261.25,190,733.7,951.4,47.5,23.75,142.5,1.425,39.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213.75,190,732.2,949.4,47.5,23.75,190,1.425,39.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166.25,190,730.1,946.8,47.5,23.75,237.5,1.425,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237.5,190,729.4,945.8,71.25,23.75,142.5,1.425,39.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,190,727.8,943.8,71.25,23.75,190,1.425,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142.5,190,726.3,941.9,71.25,23.75,237.5,1.425,32.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213.75,190,725.8,941.2,95,23.75,142.5,1.425,39.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166.25,190,724.2,939.1,95,23.75,190,1.425,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118.75,190,722.7,937.1,95,23.75,237.5,1.425,31.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249.375,190,731.5,948.6,47.5,35.625,142.5,1.6625,40.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201.875,190,729.7,946.3,47.5,35.625,190,1.6625,36.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154.375,190,728.1,944.23,47.5,35.625,237.5,1.6625,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225.625,190,727.7,943.7,71.25,35.625,142.5,1.6625,38.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178.125,190,727.9,941.4,71.25,35.625,190,1.6625,36.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130.625,190,724.3,939.2,71.25,35.625,237.5,1.6625,32.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201.875,190,723.9,938.7,95,35.625,142.5,1.6625,37.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154.375,190,722.2,936.4,95,35.625,190,1.6625,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106.875,190,720.5,934.3,95,35.625,237.5,1.6625,33.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273.125,190,754,939,47.5,11.875,142.5,1.1875,32.4,3.31,7.17,-1,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249.375,190,750.2,934.1,71.25,11.875,142.5,1.1875,31.95,3.25,7.09,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225.625,190,752.5,937.1,47.5,11.875,190,1.1875,30.89,3.18,6.89,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154.375,190,746.8,930,71.25,11.875,237.5,1.425,29.46,2.61,6.01,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142.5,190,746.1,929.1,71.25,23.75,237.5,1.6625,28.4,2.55,5.81,-1,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130.625,190,742.9,925.1,95,11.875,237.5,1.425,24.5,2.39,5.63,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118.75,180.5,742.2,924.2,71.25,23.75,237.5,1.579375,24.4,2.36,5.45,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106.875,190,741.7,923.7,95,35.625,237.5,1.6625,24.1,2.32,5.21,-1,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273.125,190,697.1,921.6,47.5,11.875,142.5,1.1875,35.52,3.47,7.28,-1,428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249.375,190,685.2,905.9,71.25,11.875,142.5,1.1875,34.25,3.35,7.26,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225.625,190,695.7,919.7,47.5,11.875,190,1.1875,33.93,3.25,7.05,-1,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154.375,190,690.4,912.7,71.25,11.875,237.5,1.425,31.3,2.8,6.15,-1,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142.5,190,689.8,911.9,71.25,23.75,237.5,1.6625,29.25,2.71,5.93,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130.625,190,686.8,908,95,11.875,237.5,1.425,25.53,2.58,5.76,-1,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118.75,180.5,686.4,907.4,71.25,23.75,237.5,1.579375,25.15,2.48,5.66,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106.875,190,685.8,906.6,95,35.625,237.5,1.6625,25.05,2.39,5.42,-1,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,208.36,739,819,135.5,0,135.5,8.13,26.6,-1,-1,31.01,-1,-1,-1,170,340,465,480,319.77,713.96,858.27,-1
135.5,208.36,739,819,162.6,81.3,162.6,8.13,27.37,-1,-1,32.31,-1,-1,-1,190,290,500,515,312.17,674.69,841.44,-1
138,191.4,1107,660,92,46,184,1.84,40,2.93,4.8,31.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,195.6,1071,660,92,46,184,1.84,38,3.36,4.94,28.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,200.7,1048,660,92,46,184,1.84,42.2,3.05,4.78,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,199.4,990,660,92,46,184,1.84,37.8,2.95,4.44,25.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,208.2,990,660,92,46,184,1.84,38.1,2.89,4.83,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,205.3,1007,635,92,46,184,1.84,31,2.78,4.27,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,209.5,1023,612,92,46,184,1.84,33,2.88,4.21,22.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
453.4,201.5,861.5,760.8,50.4,0,0,2.8,49.29,-1,-1,31.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400.7,200.4,856.5,756.4,100.2,0,0,2.8,46.57,-1,-1,30.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297.1,198.1,846.9,747.8,198.1,0,0,2.8,40.53,-1,-1,29.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246.2,197,842.1,743.6,246.2,0,0,2.7,41.82,-1,-1,29.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411.9,274.6,782.7,691.1,45.8,0,0,0,28.16,-1,-1,25.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364.2,273.2,778.6,687.5,91.1,0,0,0,27.97,-1,-1,23.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270.4,270.4,770.5,680.4,180.2,0,0,0,19.88,-1,-1,24.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
224.1,269,766.6,676.9,224.1,0,0,0,18.64,-1,-1,19.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,173.46,1198,798,83,0,0,1.45,45.05,3.88,5.28,37.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
289,173.46,1185,790,124,0,0,1.45,42.5,3.8,5.07,36.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,173.46,1172,781,165,0,0,1.45,36.55,3.42,4.65,34.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
356,186.9,1338,653,89,0,0,1.11,42.92,3.71,5.07,36.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,186.9,1322,645,133,0,0,1.11,40.8,3.65,4.93,35.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267,186.9,1307,637,178,0,0,1.11,34.85,3.3,4.5,33.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
384.85,151.35,1144.6,706.5,0,47.57,0,5.19,64.6,5,7.8,42,440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
371.88,151.35,1152.31,711.22,0,0,60.54,4.76,61.2,4.8,7.6,40,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372.33,186.16,948.54,636.97,93.08,0,0,2.34,46.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372.33,186.16,948.54,636.97,93.08,0,0,2.34,50.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
380,220,685,1255,0,20,0,4.8,29.0275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,220,682,1250,0,40,0,4.8,27.0725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,220,676,1239,0,80,0,4.8,25.1345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,121,1289,790,51,10.2,153,4.2,64.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,121,1263,774,51,10.2,0,4.2,78.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,121,1205,739,102,10.2,0,4.2,72.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379.2,168,820,807,94.8,0,0,1.69,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,168,820,807,188,0,0,1.69,83.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189.6,168,820,807,284.4,0,0,1.69,75.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94.8,168,820,807,379.2,0,0,1.69,35.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379.2,168,820,807,94.8,0,0,1.69,84.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284.4,168,820,807,189.6,0,0,1.69,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189.6,168,820,807,284.4,0,0,1.69,63.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94.8,168,820,807,379.2,0,0,1.69,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379.2,168,820,807,0,0,94.8,1.69,71.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284.4,168,820,807,0,0,189.6,1.69,76.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189.6,168,820,807,0,0,284.4,1.69,66.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94.8,168,820,807,0,0,379.2,1.69,54.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379.2,168,820,807,0,0,94.8,1.69,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284.4,168,820,807,0,0,189.6,1.69,83.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189.6,168,820,807,0,0,284.4,1.69,75.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94.8,168,820,807,0,0,379.2,1.69,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
332,92.96,1504,75.2,0,17.5,0,4.375,27.2,2,5.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
315,88.2,1504,75.2,0,35,0,4.375,29.75,2.38,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345,134.4,1587,0,38,0,0,0,12.41,3.4,0.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.8
345,134.4,1434,154,38,0,0,0,13.77,3.72,0.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2
345,134.4,1280,307,38,0,0,0,16.15,3.95,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.5
269,134.4,1587,0,38,38,0,0,14.11,4.2,1.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.7
269,134.4,1434,154,38,38,0,0,15.725,4.72,1.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2
269,134.4,1280,307,38,38,0,0,18.19,5.25,2.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.7
459,178.5,915,865,0,51,0,4.5,49.1,4.2,-1,31.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,178.5,915,865,0,0,153,4.5,46.5,3.85,-1,29.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,178.5,915,865,102,0,0,4.5,45.2,3.8,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,205.13,787,834,271,0,0,8.13,23.9955,-1,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,205.13,787,834,108.4,54.2,108.4,8.13,38.641,-1,4.84,38.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,221.26,768,834,135.5,0,135.5,8.13,30.838,-1,4.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135.5,221.26,768,834,162.6,81.3,162.6,8.13,36.1335,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666,152,1103,523,0,0,74,8.88,76.67,5.66,6.22,-1,515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
592,152,1100,522,0,0,148,8.88,78.71,5.85,6.33,-1,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
518,152,1097,520,0,0,222,8.88,81.362,6.23,6.87,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444,152,1094,519,0,0,296,8.88,86.037,6.65,7.49,-1,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370,152,1091,518,0,0,370,8.88,85.51,6.46,7.65,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
696,152,1099,522,0,44.4,0,8.88,99.6625,6.82,7.18,-1,474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681,152,1092,518,0,59,0,8.88,103.598,7.02,7.61,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666,152,1085,515,0,74,0,8.88,107.27,7.22,8.23,-1,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
651,151,1081,513,0,89,0,8.88,111.894,7.56,10.11,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
629,151,1075,510,0,111,0,8.88,113.5005,7.87,10.96,-1,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
607,151,1069,507,0,133,0,8.88,112.302,7.72,11.41,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
577,151,1078,511,0,89,74,8.88,116.28,7.82,11.67,-1,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
503,151,1075,510,0,89,148,8.88,117.64,7.94,12.15,-1,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
429,151,1072,509,0,89,222,8.88,118.915,8.12,12.79,-1,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
355,151,1069,507,0,89,296,8.88,122.5785,8.26,12.88,-1,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,151,1066,506,0,89,370,8.88,121.7625,8.15,13.18,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,87.5,0,35,3.5,34.952,4.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,0,35,87.5,3.5,32.436,4.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,87.5,35,0,3.5,32.1725,4.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,70,0,52.5,3.5,29.9285,4.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,0,52.5,70,3.5,31.246,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,70,52.5,0,3.5,29.8095,4.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,35,87.5,0,3.5,29.1125,3.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,35,0,87.5,3.5,28.5005,3.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,0,87.5,35,3.5,29.631,3.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,70,52.5,0,3.5,33.1075,3.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,70,0,52,3.5,29.9965,3.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227.5,140,1314.2,744.3,70,52.5,0,3.5,28.8405,3.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504.8,185.5,797.5,886.6,0,10.302,0,11.332244,59.3895,4.75,-1,-1,1096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
494.5,185.5,796,884.9,0,20.604,0,11.332288,60.248,4.9,-1,-1,1060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484.2,185.5,794.5,883.2,0,30.906,0,11.332332,60.9025,4.99,-1,-1,1030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
473.9,185.5,793,881.6,0,41.208,0,11.332376,61.948,5.1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463.6,185.5,791.5,879.9,0,51.51,0,11.33242,61.4975,5.05,-1,-1,955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499.7,185.5,776.1,862.8,15.453,0,0,11.333366,44.625,4,-1,-1,1330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
489.4,185.5,774.6,861.1,15.453,10.302,0,11.33341,51.663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
479.1,185.5,773.1,859.5,15.453,20.604,0,11.333454,53.5245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
468.8,185.5,771.6,857.8,15.453,30.906,0,11.333498,54.298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
458.5,185.5,770.1,856.1,15.453,41.208,0,11.333542,54.8675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
448.2,185.5,768.6,854.4,15.453,51.51,0,11.333586,54.536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484.2,185.5,753.2,837.4,30.906,0,0,11.332332,44.88,4.07,-1,-1,1300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
473.9,185.5,751.7,835.7,30.906,10.302,0,11.332376,53.329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463.6,185.5,750.2,834,30.906,20.604,0,11.33242,53.6945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
